Inscricao;Perfil;Cargo;Estado;Concorre Vaga Ampla Concorrência;Concorre Vagas Reservadas às pessoas com deficiência;Concorre Vagas reservadas aos candidatos negros;Cidade onde realizará a 1a Etapa das Provas;Estado onde realizará a 1a Etapa das Provas
3004014;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004053;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004647;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003546;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002892;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3000246;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3000906;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Brasília;DF
3004331;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003451;PE38;Microbiologia molecular com ênfase em bioinformática;Manaus;Sim;Não;Não;Curitiba;PR
3000926;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3001315;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001006;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000439;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002792;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002874;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002624;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001509;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Curitiba;PR
3003772;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Curitiba;PR
3004501;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004119;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001836;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000043;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003414;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003648;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3003699;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003603;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004422;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Sim;Recife;PE
3000238;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000027;PE59;Criação e desenvolvimento de modelos de peixes para uso científico;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002871;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000123;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003942;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Curitiba;PR
3004143;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004012;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002052;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000162;PE38;Microbiologia molecular com ênfase em bioinformática;Manaus;Sim;Não;Não;Brasília;DF
3001966;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3000077;PE01;Bioinformática;Rio de Janeiro;Sim;Sim;Não;Fortaleza;CE
3001233;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3003559;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Não;Rio de Janeiro;RJ
3003845;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003148;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003921;PE57;Vigilância em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3002194;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000249;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3003821;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004211;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3003081;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002397;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Campo Grande;MS
3004472;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002111;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003196;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Belo Horizonte;MG
3003106;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003946;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000170;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000981;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3002977;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004007;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002802;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Sim;Salvador;BA
3000650;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001868;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3003281;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002544;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3004507;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004812;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3001059;PE86;Biodiversidade e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003044;PE76;Produção de informações por meio de inquéritos de saúde (dados primários), amostragem e análise dos dados;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004509;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000535;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004486;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Rio de Janeiro;RJ
3004192;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Sim;Brasília;DF
3003622;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004220;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003295;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Campo Grande;MS
3003046;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004498;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Brasília;DF
3000978;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3003386;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000358;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001423;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Rio de Janeiro;RJ
3003724;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002149;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002582;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Porto Velho;RO
3002748;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001703;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Não;Manaus;AM
3000316;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001788;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001399;PE28;Parasitos e vetores de malária na Amazônia;Porto Velho;Sim;Não;Não;Manaus;AM
3003526;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Sim;Belo Horizonte;MG
3001170;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001963;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001546;PE57;Vigilância em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3004525;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000390;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Sim;Não;Rio de Janeiro;RJ
3004803;PE33;Medicina e Saúde Pública de Precisão;Salvador;Sim;Não;Sim;Brasília;DF
3003854;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000252;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002764;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004597;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3001093;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003604;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001906;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003009;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004033;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003485;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003203;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001263;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003385;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Não;Fortaleza;CE
3001820;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Recife;PE
3002277;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Sim;Sim;Rio de Janeiro;RJ
3001659;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004391;PE45;Espectrometria de Massas Computacional;Curitiba;Sim;Não;Não;Curitiba;PR
3002985;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000882;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000023;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002686;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3001145;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001701;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003517;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Salvador;BA
3000504;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001452;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3004225;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003601;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3004199;PE79;Desenvolvimento de métodos para controle de qualidade de produtos inovadores;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002650;PE24;Biodiversidade e Vigilância Genômica no âmbito da Saúde Única;Campo Grande;Sim;Não;Não;Campo Grande;MS
3004019;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3003931;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003234;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000878;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000703;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000744;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003775;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003828;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Não;Recife;PE
3003210;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Não;Curitiba;PR
3001121;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001012;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Salvador;BA
3004207;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000631;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000085;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000436;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3001533;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3000826;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002566;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000615;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3002460;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000580;PE33;Medicina e Saúde Pública de Precisão;Salvador;Sim;Não;Não;Salvador;BA
3001886;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004260;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003340;PE28;Parasitos e vetores de malária na Amazônia;Porto Velho;Sim;Não;Não;Salvador;BA
3000536;PE28;Parasitos e vetores de malária na Amazônia;Porto Velho;Sim;Não;Não;Porto Velho;RO
3002812;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000273;PE30;Pesquisa Clínica;Salvador;Sim;Sim;Não;Salvador;BA
3003263;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Recife;PE
3003623;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003264;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Recife;PE
3002338;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000844;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3000604;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004139;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003889;PE64;Métodos Quantitativos;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001852;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001489;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003112;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000410;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Recife;PE
3001414;PE79;Desenvolvimento de métodos para controle de qualidade de produtos inovadores;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000331;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3002999;PE29;Biologia de Sistemas com foco em Genômica e Transcriptômica de Células Individuais;Salvador;Sim;Não;Não;Belo Horizonte;MG
3002935;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3002876;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3002950;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004146;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002375;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3001689;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Sim;Não;Porto Velho;RO
3003830;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3002714;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3002746;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003167;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003970;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004255;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004429;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004218;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
